sbe	entry- index	start	end	full- src	full- tr	SND- Filename
1219.SBE	2	305	411	Maybe it will sing for you!	어쩌면 네게 노래해 줄지도 모르지!	1219.SND
1222.SBE	0	60	135	Monsieur, may I speak to you?	무슈, 잠깐 말씀 나눠도 될까요?	1222.SND
1222.SBE	1	136	165	Of course, come in.	물론이죠, 들어오세요.	1222.SND
1222.SBE	2	240	300	You were so kind to my grandfather.	당신은 제 할아버지께 정말 친절하셨어요.	1222.SND
1222.SBE	3	301	390	I don't know how to begin.	어떻게 말을 꺼내야 할지 모르겠어요.	1222.SND
1222.SBE	4	391	405	Is he worse?	더 나빠지셨나요?	1222.SND
1222.SBE	5	406	480	No. It's Alexei.	아뇨. 알렉세이예요.	1222.SND
1222.SBE	6	481	600	He has asked me to get off the train at Budapest and on the way with him.	부다페스트에서 열차를 내려 자기와 함께 떠나자고 했어요.	1222.SND
1222.SBE	7	601	630	What did you say?	뭐라고 했죠?	1222.SND
1222.SBE	8	631	660	What'd you think I said?	제가 뭐라고 했을 것 같아요?	1222.SND
1222.SBE	9	661	750	My grandfather is ill. How can I leave him?	할아버지가 편찮으신데, 제가 어떻게 떠나요?	1222.SND
1222.SBE	10	780	810	It would be wrong, wouldn't it?	그건 잘못된 일이겠죠, 그렇죠?	1222.SND
1222.SBE	11	840	915	Alexei is romantic. You know what I say.	알렉세이는 낭만주의자예요. 내가 늘 뭐라고 하는지 아시죠.	1222.SND
1222.SBE	12	916	1020	Romantic is someone who spends his life looking for a good way to die.	낭만주의자란 평생 멋지게 죽을 방법만 찾는 사람이에요.	1222.SND
1222.SBE	13	1021	1110	When I told him "no", he started saying wild things.	제가 '안 된다'고 하자, 그가 말도 안 되는 소리를 하기 시작했어요.	1222.SND
1222.SBE	14	1111	1185	He said I'm his only connection to the world	그는 제가 세상과 이어진 유일한 끈이라고 했어요.	1222.SND
1222.SBE	15	1186	1290	and that if I won't go with him, his life means nothing.	그리고 제가 같이 가지 않으면 자기 인생은 아무 의미가 없다고요.	1222.SND
1222.SBE	16	1291	1320	You don't know him.	당신은 그 사람을 몰라요.	1222.SND
1222.SBE	17	1321	1395	I really think he might do something crazy.	그가 정말 무모한 짓을 할 것 같아요.	1222.SND
1222.SBE	18	1396	1470	He wanted to kill my grandfather with a bomb.	그는 폭탄으로 제 할아버지를 죽이려 했어요.	1222.SND
1222.SBE	19	1471	1575	He would have blown up the train and kill dozens of innocent people.	그랬다면 열차를 날려 수십 명의 무고한 사람을 죽였을 거예요.	1222.SND
1222.SBE	20	1576	1635	A bomb? What kind of bomb?	폭탄이라고요? 무슨 폭탄이죠?	1222.SND
1222.SBE	21	1636	1665	He made it himself.	그가 직접 만들었어요.	1222.SND
1222.SBE	22	1666	1725	He's been planning it for weeks.	몇 주째 그걸 계획해 왔어요.	1222.SND
1222.SBE	23	1726	1815	Of course, I talked him out of it, but now I'm afraid.	물론 제가 말려서 포기하게 했죠. 하지만 이제는 무서워요.	1222.SND
1222.SBE	24	1816	1890	I don't know what he will do. I love him so...	그가 무슨 짓을 할지 모르겠어요. 전 그를 너무 사랑해요...	1222.SND
1222.SBE	25	1950	1980	I'll see what I can do.	제가 할 수 있는 걸 해볼게요.	1222.SND
1222.SBE	26	2000	2100	Would you? Oh, thank you, monsieur. Thank you.	정말요? 아, 고마워요, 무슈. 정말 고마워요.	1222.SND
1223.SBE	0	600	630	Don't answer it.	받지 마요.	1223.SND
1223.SBE	1	700	730	I have to.	받아야 해요.	1223.SND
1223.SBE	2	1295	1390	Vassili Alexandrovitch, this is our farewell meeting.	바실리 알렉산드로비치, 이게 우리의 마지막 만남이오.	1223.SND
1223.SBE	3	1398	1430	No!	안 돼!	1223.SND
1223.SBE	4	1435	1505	Grandfather, look out, he wants to kill you!	할아버지, 조심하세요! 저 사람이 할아버지를 죽이려 해요!	1223.SND
1223.SBE	5	1510	1578	No, no... you don't understand!	아뇨, 아뇨... 당신은 이해 못 해요!	1223.SND
1224.SBE	0	10	88	...there will be an attempt on my life...	...내 목숨을 노린 시도가 있을 거야...	1224.SND
1224.SBE	1	97	182	...the murderers followed me all the way from Russia...	...살인자들이 러시아에서부터 줄곧 나를 쫓아왔어...	1224.SND
1224.SBE	2	191	250	...I am not afraid of death...	...나는 죽음이 두렵지 않아...	1224.SND
1224.SBE	3	255	330	...I always followed the covenants of our church...	...나는 늘 우리 교회의 계율을 따랐어...	1224.SND
1224.SBE	4	405	435	Tatiana...	타티아나...	1224.SND
1224.SBE	5	540	570	...away from here...	...여기서... 떠나...	1224.SND
1224.SBE	6	600	630	...the clock...	...시계...	1224.SND
1224.SBE	7	770	843	Long live Anarchy!	무정부주의 만세!	1224.SND
1225.SBE	0	22	97	Monsieur, I beg you, stop this madness!	무슈, 부탁입니다. 이 광기를 멈춰주세요!	1225.SND
1225.SBE	1	97	146	The lives of these passengers.	이 승객들의 목숨이 달려 있소.	1225.SND
1225.SBE	2	146	184	They're innocent people!	저 사람들은 죄 없는 사람들이오!	1225.SND
1225.SBE	3	184	247	Slow down. You're wasting your breath.	진정하시오. 숨만 낭비하겠소.	1225.SND
1225.SBE	4	247	294	You're not one of the bandits.	당신은 그 산적들 패거리와 한통속이 아니오.	1225.SND
1225.SBE	5	294	330	The bandits are dead.	그 산적들은 죽었소.	1225.SND
1225.SBE	6	330	361	All but one.	한 명만 빼고 모두요.	1225.SND
1225.SBE	7	361	388	Where is he?	그는 어디 있소?	1225.SND
1225.SBE	8	388	429	He's running the train.	지금 그가 열차를 몰고 있소.	1225.SND
1225.SBE	9	481	529	Ladies, gentlemen.	신사 숙녀 여러분.	1225.SND
1225.SBE	10	529	616	If you would all please move out of the dining car	모두 식당차에서 나가 주시고	1225.SND
1225.SBE	11	616	680	and return to the sleeping car...	침대차로 돌아가 주십시오...	1225.SND
1225.SBE	12	704	762	I demand to be told what's happening!	무슨 일이 벌어지는지 당장 말해 주시오!	1225.SND
1225.SBE	13	762	863	Monsieur, please. It is for your own safety.	무슈, 부탁드립니다. 선생님 안전을 위한 일입니다.	1225.SND
1225.SBE	14	917	1014	Your excellency, may I escort you back to your compartment?	각하, 객실까지 모셔다드려도 되겠습니까?	1225.SND
1225.SBE	15	1014	1152	My granddaughter and I are travelling to Constantinople,	저와 손녀는 콘스탄티노플로 가는 중이고,	1225.SND
1225.SBE	16	1166	1258	and from Constantinople to Odessa.	그리고 콘스탄티노플에서 오데사로 갑니다.	1225.SND
1225.SBE	17	1258	1398	Yes, of course. But won't you be more comfortable in the sleeping car?	네, 물론입니다. 하지만 침대차가 더 편하지 않으시겠습니까?	1225.SND
1225.SBE	18	1398	1452	With the rest of the passengers?	다른 승객들과 함께 말이오?	1225.SND
1225.SBE	19	1462	1608	Those passengers will never arrive in Constantinople.	저 승객들은 콘스탄티노플에 절대 도착하지 못할 거요.	1225.SND
1225.SBE	20	1644	1723	Listen, why don't you go and see to the other passengers?	들으시오. 다른 승객들 쪽을 좀 살펴보지 않겠소?	1225.SND
1225.SBE	21	1723	1787	I'll stay a bit and try to look after things.	난 좀 남아서 상황을 지켜보겠소.	1225.SND
1227.SBE	0	103	159	She can't hear you.	그 애는 당신 말을 못 들어요.	1227.SND
1227.SBE	1	190	260	My poor butterfly.	가엾은 내 나비야.	1227.SND
1227.SBE	2	279	465	Soon, soon you will be home in the big house by the river.	곧, 정말 곧이면 강가의 큰 집으로 돌아가게 될 거야.	1227.SND
1227.SBE	3	470	627	Nothing has changed. All is as it was. Just as you remember.	달라진 건 아무것도 없어. 모든 게 예전 그대로야. 네가 기억하는 그대로.	1227.SND
1227.SBE	4	632	685	They will all be there to greet us.	모두 거기서 우리를 맞아줄 거야.	1227.SND
1227.SBE	5	690	818	Darya Filipovna...your old nurse, Agafya Mikhailovna...	다리야 필리포브나... 네 옛 유모 아가피야 미하일로브나...	1227.SND
1227.SBE	6	841	925	...even old Johann. Remember Johann?	...요한 영감님도 계실 거야. 요한 기억하지?	1227.SND
1227.SBE	7	993	1078	They're dead. They're all dead.	죽었어. 모두 죽었어.	1227.SND
1227.SBE	8	1115	1150	The Firebird.	불새.	1227.SND
1227A.SBE	0	103	159	She can't hear you.	그 애는 당신 말을 못 들어요.	1227A.SND
1227A.SBE	1	190	260	My poor butterfly.	가엾은 내 나비야.	1227A.SND
1227A.SBE	2	279	465	Soon, soon you will be home in the big house by the river.	곧, 정말 곧이면 강가의 큰 집으로 돌아가게 될 거야.	1227A.SND
1227A.SBE	3	470	627	Nothing has changed. All is as it was. Just as you remember.	달라진 건 아무것도 없어. 모든 게 예전 그대로야. 네가 기억하는 그대로.	1227A.SND
1227A.SBE	4	632	685	They will all be there to greet us.	모두 거기서 우리를 맞아줄 거야.	1227A.SND
1227A.SBE	5	690	818	Darya Filipovna...your old nurse, Agafya Mikhailovna...	다리야 필리포브나... 네 옛 유모 아가피야 미하일로브나...	1227A.SND
1227A.SBE	6	841	925	...even old Johann. Remember Johann?	...요한 영감님도 계실 거야. 요한 기억하지?	1227A.SND
1227A.SBE	7	993	1078	They're dead. They're all dead.	죽었어. 모두 죽었어.	1227A.SND
1227A.SBE	8	1115	1150	The Firebird.	불새.	1227A.SND
1303.SBE	0	1	120	Don't bother to knock, just walk right in, everyone else does.	노크할 필요 없소. 다들 그러듯 그냥 들어오니까.	1303.SND
1303.SBE	1	121	140	Who are you?	당신은 누구요?	1303.SND
1303.SBE	2	150	195	This is my compartment, who are you?	여긴 내 객실이오. 당신은 누구요?	1303.SND
1303.SBE	3	196	285	This is Tyler Whitney's compartment.	여긴 타일러 휘트니의 객실이오.	1303.SND
1303.SBE	4	286	315	Where is Tyler?	타일러는 어디 있소?	1303.SND
1303.SBE	5	450	480	Murderer!	살인자!	1303.SND
1303N.SBE	0	1	120	Don't bother to knock, just walk right in, everyone else does.	노크할 필요 없소. 다들 그러듯 그냥 들어오니까.	1303N.SND
1303N.SBE	1	121	140	Who are you?	당신은 누구요?	1303N.SND
1303N.SBE	2	150	195	This is my compartment, who are you?	여긴 내 객실이오. 당신은 누구요?	1303N.SND
1303N.SBE	3	196	285	This is Tyler Whitney's compartment.	여긴 타일러 휘트니의 객실이오.	1303N.SND
1303N.SBE	4	286	315	Where is Tyler?	타일러는 어디 있소?	1303N.SND
1303N.SBE	5	450	480	Murderer!	살인자!	1303N.SND
1304.SBE	0	1	45	Who are you?	당신은 누구요?	1304.SND
1304.SBE	1	46	105	This is my compartment, who are you?	여긴 내 객실이오. 당신은 누구요?	1304.SND
1304.SBE	2	106	180	This is Tyler Whitney's compartment.	여긴 타일러 휘트니의 객실이오.	1304.SND
1304.SBE	3	181	210	Where is Tyler?	타일러는 어디 있소?	1304.SND
1304.SBE	4	360	390	Murderer!	살인자!	1304.SND
1304N.SBE	0	1	45	Who are you?	당신은 누구요?	1304N.SND
1304N.SBE	1	46	105	This is my compartment, who are you?	여긴 내 객실이오. 당신은 누구요?	1304N.SND
1304N.SBE	2	106	180	This is Tyler Whitney's compartment.	여긴 타일러 휘트니의 객실이오.	1304N.SND
1304N.SBE	3	181	210	Where is Tyler?	타일러는 어디 있소?	1304N.SND
1304N.SBE	4	360	390	Murderer!	살인자!	1304N.SND
1305.SBE	0	67	129	As I was about to say, I didn't kill him.	막 말하려던 참인데, 내가 그를 죽인 건 아니오.	1305.SND
1305.SBE	1	142	175	Who are you?	당신은 누구요?	1305.SND
1305.SBE	2	175	219	My name is Robert Cath.	제 이름은 로버트 캐스입니다.	1305.SND
1305.SBE	3	247	342	So you are Cath. Tyler spoke of you.	그러니까 당신이 캐스였군. 타일러가 당신 얘길 했소.	1305.SND
1305.SBE	4	355	434	He was afraid you were angry with him.	그는 당신이 자기에게 화가 났다고 두려워했소.	1305.SND
1305.SBE	5	458	540	He shouldn't have worried. That was a long time ago.	그가 그런 걱정을 할 필요는 없었소. 그건 오래전 일이오.	1305.SND
1305.SBE	6	558	592	You better tell me what's going on.	무슨 일인지 제대로 말해주는 게 좋겠소.	1305.SND
1305.SBE	7	592	680	Tyler had a meeting with someone named August Schmidt. What's that about?	타일러가 아우구스트 슈미트라는 자와 만났소. 그건 무슨 일이오?	1305.SND
1305.SBE	8	721	745	Where's the gold?	금은 어디 있소?	1305.SND
1305.SBE	9	745	830	What gold? I saw a wooden box and a hell of a mess.	무슨 금이오? 난 나무 상자 하나와 엉망이 된 방만 봤소.	1305.SND
1305.SBE	10	841	921	Then we lost. How can I tell this to the general?	그럼 우린 진 거요. 이걸 어떻게 장군께 보고하지?	1305.SND
1305.SBE	11	921	949	Oh I must tell to the others.	아, 이걸 다른 이들에게 알려야겠군.	1305.SND
1305.SBE	12	949	1029	What general? What were you and Tyler mixed up in?	무슨 장군이오? 당신과 타일러는 무슨 일에 얽혀 있었소?	1305.SND
1305.SBE	13	1029	1088	You must tell no one about this. No one.	이 일은 아무에게도 말하면 안 되오. 아무에게도.	1305.SND
1305.SBE	14	1088	1131	Not even the train conductor?	열차 차장에게도 안 된다는 거요?	1305.SND
1305.SBE	15	1131	1227	You've been warned. Crna ruka, the Black Hand.	당신은 경고를 받았소. 츠르나 루카, 검은 손.	1305.SND
1311.SBE	0	49	101	Milos, we need to talk.	밀로시, 우리 얘기 좀 해야겠소.	1311.SND
1311.SBE	1	139	184	August Schmidt thinks I'm Tyler.	아우구스트 슈미트는 날 타일러로 알고 있소.	1311.SND
1311.SBE	2	184	238	I went along with it to keep the game going.	난 이 판을 계속 굴리려고 맞춰준 거요.	1311.SND
1311.SBE	3	238	288	Now I want to know what the game is.	이제 이 판의 정체가 뭔지 알고 싶소.	1311.SND
1311.SBE	4	421	452	Come in. Sit down.	들어오시오. 앉으시오.	1311.SND
1311.SBE	5	501	573	Have you heard of "Unity or Death"?	'단결 아니면 죽음'을 들어봤소?	1311.SND
1311.SBE	6	573	682	Sure. That's Harvard's motto. Or is it the post office?	물론이지. 하버드 교훈이던가. 아니면 우체국이던가?	1311.SND
1311.SBE	7	682	782	Unity or Death is a sacred vow. Crna Ruka.	'단결 아니면 죽음'은 신성한 맹세요. 츠르나 루카.	1311.SND
1311.SBE	8	782	847	We have all taken it. Tyler too.	우리 모두 그 맹세를 했소. 타일러도.	1311.SND
1311.SBE	9	847	893	He always liked that sort of thing.	그는 원래 그런 걸 좋아했소.	1311.SND
1311.SBE	10	893	946	He gave his life for this.	그는 이걸 위해 목숨을 바쳤소.	1311.SND
1311.SBE	11	964	1038	Tyler came to us in the winter.	타일러는 겨울에 우리에게 왔소.	1311.SND
1311.SBE	12	1038	1134	We were hiding in the mountains of Bjelasnica, north of Sarajevo.	우리는 사라예보 북쪽 비엘라슈니차 산에 숨어 있었소.	1311.SND
1311.SBE	13	1281	1361	When Tyler came, we had no food, no guns, nothing.	타일러가 왔을 때 우린 식량도, 총도, 아무것도 없었소.	1311.SND
1311.SBE	14	1361	1409	Tyler brought us guns.	타일러가 우리에게 총을 가져다줬소.	1311.SND
1311.SBE	15	1409	1467	What did Tyler want from August Schmidt?	타일러는 아우구스트 슈미트에게서 뭘 원했소?	1311.SND
1311.SBE	16	1467	1547	Tyler was given a mission by the general himself.	타일러는 장군님에게 직접 임무를 받았소.	1311.SND
1311.SBE	17	1547	1629	It was a great treasure that belonged to the Serbian people.	그건 세르비아 민족의 위대한 보물이었소.	1311.SND
1311.SBE	18	1629	1658	What was it?	그게 뭐였소?	1311.SND
1311.SBE	19	1658	1725	It was called a firebird. I never saw it.	그건 불새라고 불렸소. 난 본 적이 없소.	1311.SND
1311.SBE	20	1752	1826	Tyler was to sell it for gold to buy the guns from the German.	타일러는 그걸 금으로 팔아 독일인에게서 총을 사기로 되어 있었소.	1311.SND
1311.SBE	21	1826	1902	If the German finds out that we have lost the gold,	독일인이 우리가 금을 잃어버린 걸 알게 되면,	1311.SND
1311.SBE	22	1902	1948	everything is lost.	모든 게 끝장이오.	1311.SND
1311.SBE	23	1948	2055	You must tell him that we have the gold, and that we want to buy the guns.	우리가 금을 갖고 있고 총을 사고 싶다고 그에게 전해야 하오.	1311.SND
