sbe	entry-index	full-tr
1903.SBE	3	타티아나.
1903.SBE	4	그들이 총을 가져가게 두면 안 돼요. 더는 전쟁이 있어선 안 돼요.
1903.SBE	5	가요. 지금 당장 절 여기서 데려가 주세요.
1903.SBE	6	저 사람들이 뭐라고 해요? 무슨 일이죠?
1903.SBE	7	전쟁이야!
1903.SBE	8	우릴 갈리폴리까지 데려다줄 선장을 알아요,
1903.SBE	9	거기서 예루살렘행 배를 탈 수 있어요.
1903.SBE	10	그런 눈으로 보지 말아요.
1903.SBE	11	이 전쟁은 한 달도 못 갈 거예요.
1903.SBE	12	끝나는 대로 콘스탄티노플로 갈게요.
1903.SBE	13	전쟁이 끝난 뒤 첫 오리엔트 특급을 타고 갈게요.
1903.SBE	14	다시 못 보게 되더라도, 당신이 찾는 걸 찾길 바라요.
1903.SBE	15	맥스를 부탁해요.
1904.SBE	0	계속 삽질해!
1904.SBE	1	뭐 하는 거야?
1904.SBE	2	미쳤어? 열차를 세워!
1904.SBE	3	당신이 내 친구를 쏘기 전에 내가 말했듯이,
1904.SBE	4	내 주머니엔 콘스탄티노플행 표가 있고, 난 그걸 쓸 생각이야.
1904.SBE	5	콘스탄티노플? 베오그라드도 못 벗어날 거야.
1904.SBE	6	난 베오그라드에 설 생각 없어.
1904.SBE	7	우린 아직 오스트리아 제국 영토 안이오.
1904.SBE	8	황제의 이름으로 명령한다. 열차를 멈춰!
1904.SBE	9	내가 못 쏠 것 같소?
1904.SBE	10	해보시오.
1904.SBE	11	결국 이렇게 만드는군. 제기랄.
1904.SBE	12	그 삽 이리 줘.
1904.SBE	13	보아하니 잘 통제되고 있군. 잘했소.
1904.SBE	14	국경 검문소에 닿기 전에 멈췄으면 좋았을 텐데,
1904.SBE	15	세상 일이 다 뜻대로 되진 않는 법이니.
1904.SBE	16	세르비아군 열차입니다.
1904.SBE	17	저 열차는 조르고비치 장군 열차 같군. 우리를 따라오는 모양이오.
1904.SBE	18	저 열차는 선로가 달라요.
1904.SBE	19	그렇습니까?
1904.SBE	20	당신 말이 맞군.
1904.SBE	21	도대체 저 사람이 뭘 하려는 거지?
1904.SBE	22	저쪽 말로는 우리 선로를 구선로로 바꿨다는군요.
1904.SBE	23	당장 멈춰야 한답니다!
1904.SBE	24	다리가 낡아서 이 무게를 못 견딘답니다!
1904.SBE	25	견뎌야지.
1908A.SBE	0	아이고, 아주 고된 아침을 보내셨겠군요?
1908A.SBE	1	아래로 가서 좀 쉬는 게 어떻습니까?
1908A.SBE	2	여긴 우리끼리도 충분히 돌릴 수 있을 것 같은데, 그렇지요?
1908A.SBE	3	다, 우린 열차를 몰 수 있어.
1909A.SBE	0	실례합니다, 이거 떨어뜨리신 것 같네요.
1909A.SBE	1	제 것이 아닙니다.
1909A.SBE	2	제가 착각했군요. 그럼 누구 건지...
1909B.SBE	0	실례합니다, 이거 떨어뜨리신 것 같네요.
1909B.SBE	1	제 것이 아닙니다.
1909B.SBE	2	제가 착각했군요. 그럼 누구 건지...
1909C.SBE	0	실례합니다, 이거 떨어뜨리신 것 같네요.
1909C.SBE	1	제 것이 아닙니다.
1909C.SBE	2	제가 착각했군요. 그럼 누구 건지...
1910A.SBE	0	실례합니다, 이거 떨어뜨리신 것 같네요.
1910A.SBE	1	제 것이 아닙니다.
1910A.SBE	2	그래도 당신 모노그램 아닌가요?
1910A.SBE	3	볼프의 W요? 아니에요.
1910A.SBE	4	제가 착각했군요.
1910B.SBE	0	실례합니다, 이거 떨어뜨리신 것 같네요.
1910B.SBE	1	제 것이 아닙니다.
1910B.SBE	2	그래도 당신 모노그램 아닌가요?
1910B.SBE	3	볼프의 W요? 아니에요.
1910B.SBE	4	제가 착각했군요.
1910C.SBE	0	실례합니다, 이거 떨어뜨리신 것 같네요.
1910C.SBE	1	제 것이 아닙니다.
1910C.SBE	2	그래도 당신 모노그램 아닌가요?
1910C.SBE	3	볼프의 W요? 아니에요.
1910C.SBE	4	제가 착각했군요.
1911A.SBE	0	- 이 스카프, 정말 당신 것이 아닌가요? - 확실해요.
1911B.SBE	0	- 그 스카프, 정말 당신 것이 아닌가요? - 확실해요.
1911C.SBE	0	- 그 스카프, 정말 당신 것이 아닌가요? - 확실해요.
1912.SBE	0	헤어 휘트니, 곧 뮌헨에 도착합니다.
1912.SBE	1	우리 합의를 진행할 준비가 됐습니까?
1912.SBE	2	대답은 '예'요, 헤어 슈미트. 거래는 계속합니다.
1912.SBE	3	승객 여러분, 안내 말씀드립니다.
1912.SBE	4	신사 숙녀 여러분, 오리엔트 특급열차가 지금
1912.SBE	5	비엔나, 부다페스트, 베오그라드, 소피아, 콘스탄티노플로 출발합니다.
1912.SBE	6	모든 승객께서는 탑승해 주십시오.
1913.SBE	0	결국 콘스탄티노플까지 가게 되겠네요.
1913.SBE	1	축하해요. 당신이 이겼어요.
1913.SBE	2	타일러를 누가 죽였는지 밝히는 건요? 그를 잊은 건 아니죠?
1913.SBE	3	세르비아인 중 하나였을 수도 있고, 마흐무드였을 수도 있죠.
1913.SBE	4	그게 무슨 차이가 있죠?
1913.SBE	5	어차피 다 죽었어요.
1913.SBE	6	난 타일러를 도울 수 없어요. 아무도 못 도와요.
1913.SBE	7	당신 말이 맞았어요. 애초에 이 일에 엮이면 안 됐어요.
1913.SBE	8	당신도 마찬가지고요.
1913.SBE	9	적어도 난 내 나라를 위해 일하고 있어요.
1913.SBE	10	무슨 나라요?
1913.SBE	11	당신은 유대인이고, 독일어를 쓰고, 헝가리 출신이잖아요.
1913.SBE	12	당신의 나라는 대체 어디죠?
1913.SBE	13	아버지는 평생 오스트리아 군대에서 복무하셨어요.
1913.SBE	14	오빠는 전장에서 전사했어요.
1913.SBE	15	그 정도면 스스로를 오스트리아인이라 여길 자격은 충분하다고 생각해요.
1913.SBE	16	황제가 당신의 희생을 알아주길 바라죠.
1913.SBE	17	당신은요?
1913.SBE	18	콘스탄티노플에 도착하면 그다음엔 어디로 갈 건가요?
1913.SBE	19	예루살렘으로요. 거기에 꼭 봐야 할 원고를 가진 사람이 있어요.
1913.SBE	20	나와 함께 갈래요?
1913.SBE	21	그럴 수만 있다면요.
1913.SBE	22	당신 도움 없이도 제국은 한동안 굴러가겠죠, 안 그래요?
1913.SBE	23	진심이에요. 나와 함께 예루살렘으로 가요.
1913.SBE	24	생각해 볼게요.
1913.SBE	25	한 시간이면 콘스탄티노플에 도착할 거예요.
1913.SBE	26	이건 어디서 났어요?
1913.SBE	27	이건... 오래전부터 가지고 있었어요.
1913.SBE	28	이 탑, 전에 본 적 있어요.
1913.SBE	29	어디서요?
1913.SBE	30	잠깐 생각해보면 기억날 거예요.
1913.SBE	31	그냥 반지에 새긴 문양일 뿐이에요.
1913.SBE	32	그렇게 말하는 건 미국인뿐이죠.
1913.SBE	33	가문 문장이에요.
1913.SBE	34	탑도, 손도, 전부 의미가 있어요.
1913.SBE	35	혹시 벼룩시장에서 샀다는 뜻일지도 모르죠.
1913.SBE	36	가지 말아요. 돌아오면 그 탑을 어디서 봤는지 말해줄게요.
1913.SBE	37	어디 가는 거예요?
1913.SBE	38	밖으로요!
1919.SBE	0	한번 노래하게 해보지 그래?
8010.SBE	0	타일러!..
ABB3001.SBE	0	네, 누구죠?
ABB3002.SBE	0	실례합니다, 선생님.
ABB3002A.SBE	0	실례합니다, 선생님.
ABB3002B.SBE	0	네?
ABB3002C.SBE	0	실례합니다, 마담.
ABB3010.SBE	0	아, 실례합니다. 우리 같은 객실을 쓰게 된 모양이군요.
ABB3010.SBE	1	아니, 아니, 일어나지 마십시오.
ABB3010.SBE	2	저는 그냥 여기 앉아 신문이나 읽을 테니 신경 쓰지 마세요.
ABB3010.SBE	3	열차가 꽤 만원인 모양이군요.
ABB3010.SBE	4	객실을 혼자 쓰는 줄 알았는데
ABB3010.SBE	5	막판에 낯선 사람을 들여보내면 정말 성가시죠.
ABB3010.SBE	6	저도 그런 일을 여러 번 겪었습니다.
ABB3010.SBE	7	조지 애벗입니다.
ABB3010.SBE	8	클로드 부타렐입니다.
ABB3010.SBE	9	프랑스 분이시군요?
ABB3010.SBE	10	콘스탄티노플까지 가십니까?
ABB3010.SBE	11	저는 페르시아만 연안의 작은 마을로 가는 길입니다.
ABB3010.SBE	12	아내와 아들과 함께요.
ABB3010.SBE	13	아, 멋지군요!
ABB3010.SBE	14	그럼 옆 객실에서 본 분들이 가족이겠군요.
ABB3010.SBE	15	그럴 가능성이 크지요.
ABB3010.SBE	16	그런데 혹시 빨간 넥타이를 보신 적 있으십니까?
ABB3010.SBE	17	짐을 풀다가 보니 사라졌더군요.
ABB3010.SBE	18	제 아들이 가져간 것 같습니다.
ABB3010.SBE	19	정말?
ABB3010.SBE	20	아까 말씀하신 마을 이름이 뭐였죠?
ABB3010.SBE	21	마스제드에 솔레이만입니다.
ABB3010.SBE	22	아, 그렇군요! 아바단에 새 정유소를 짓고 있는 그곳 말이죠.
ABB3010.SBE	23	설마 앵글로-페르시안 회사에서 일하시는 건 아니겠죠?
ABB3010.SBE	24	왜 안 되죠?
ABB3010.SBE	25	아니, 그게... 프랑스 분이라 당연히 아닐 줄 알았습니다...
ABB3010.SBE	26	저는 기술자입니다, 무슈.
ABB3010.SBE	27	앵글로-페르시안 회사는 석유 탐사 분야에서 가장 혁신적인 연구를 하고 있습니다.
ABB3010.SBE	28	그렇군요. 영국 해군의 연료유가 떨어지면 곤란하겠지요.
ABB3010.SBE	29	그런데 그 작은 마을, 이름이 뭐더라, 거기 매장량이
ABB3010.SBE	30	사람들 말처럼 정말 그렇게 큽니까?
ABB3010.SBE	31	말씀드릴 만한 의견은 없습니다, 무슈.
ABB3010.SBE	32	네, 물론 말씀 못 하시겠죠.
ABB3010.SBE	33	사모님도 대단하시군요. 그렇게 먼 사막까지 따라가시다니.
ABB3010.SBE	34	아내는 저 없이 지내고 싶어 하지 않으니까요.
ABB3010.SBE	35	그리고 프랑수아에게도 좋은 기회가 될 겁니다. 과학적 소질이 아주 뛰어나거든요.
ABB3010.SBE	36	아주 활발한 아이 같더군요.
ABB3010.SBE	37	혹시 제 넥타이 좀 돌려달라고 말씀해 주실 수 있겠습니까?
ABB3010.SBE	38	아, 이제 생각났군요... 그걸 체처럼 쓰고 있던 것 같습니다.
ABB3010.SBE	39	물의 염도를 시험해보려고요.
ABB3010.SBE	40	일곱 살 아이치고는 대단하지 않습니까?
ABB3010.SBE	41	꽤 놀랍습니다.
ABB3010.SBE	42	과학적 정신이 가진 자연스러운 호기심이지요, 무슈.
ABB3010.SBE	43	그렇죠. 그 모든 게 조그만 아이 몸 안에 들어 있다니.
ABB3013.SBE	0	아, 실례합니다.
ABB3013.SBE	1	아니, 일어나지 마세요.
ABB3013.SBE	2	저는 여기 앉아 신문이나 읽겠습니다.
ABB3014.SBE	0	갑자기 아주 조용해졌군요. 다들 어디로 간 걸까요.
ABB3014.SBE	1	승객 대부분이 연주회에 가신 듯합니다, 무슈.
ABB3014.SBE	2	아, 맞다. 그걸 깜빡했군요. 그럼 말이 되네요.
ABB3014.SBE	3	가만 생각해보면 참 놀라운 일이죠.
ABB3014.SBE	4	시속 60마일로 유럽을 달리는 열차 위의 연주회라니, 현대 기술이란 참 대단해요.
ABB3014.SBE	5	그래도 우리 팔자는 여기 앉아 신문 읽는 거군요.
ABB3014.SBE	6	르 피가로를 보셔도 됩니다, 무슈. 흥미로운 기사는 다 읽었거든요.
ABB3014.SBE	7	아, 고마워요.
ABB3014A.SBE	0	또 비가 오는 건가요? 지독한 날씨군.
ABB3014A.SBE	1	비구름은 아직 좀 떨어져 있는 듯합니다, 무슈.
ABB3014A.SBE	2	곧 이쪽으로 오겠지요.
ABB3015.SBE	0	좋은 오후입니다.
ABB3015.SBE	1	무슈, 어서 오십시오.
ABB3015.SBE	2	이쪽으로 오시죠. 여기 구석에 좋은 자리를 마련해 두었습니다.
ABB3015A.SBE	0	- 감사합니다. - 점심 맛있게 드세요, 무슈.
ABB3016.SBE	0	예, 무슈?
ABB3016.SBE	1	에스칼로프가 송아지 커틀릿 같은 거죠?
ABB3016.SBE	2	에스칼로프 뒤 보, 맞습니다, 무슈.
ABB3016.SBE	3	그걸로 하지요. 충분히 익혀 주세요.
ABB3016.SBE	4	알겠습니다, 무슈.
ABB3016A.SBE	0	여기 있습니다, 무슈.
ABB3016A.SBE	1	감사합니다.
ABB3016A.SBE	2	맛있게 드세요, 무슈.
ABB3020.SBE	0	좋은 오후입니다. 합석해도 될까요?
ABB3021.SBE	0	긴 여정은 정말 지루하군요. 런던 노벨 인더스트리의 조지 애벗입니다.
ABB3021.SBE	1	차장과 얘기하시는 걸 들었는데, 억양이 귀에 들어오더군요.
ABB3021.SBE	2	우크라이나 쪽이신가요?
ABB3021.SBE	3	실례가 안 된다면 영어가 흠잡을 데 없으시군요.
ABB3021.SBE	4	영국에서 꽤 오래 지내신 모양입니다.
ABB3021.SBE	5	저도 집에 있을 땐 런던 외곽에 삽니다.
ABB3021.SBE	6	도시는 제겐 너무 번잡하고, 위험하기도 합니다.
ABB3021.SBE	7	지난주 폭탄이 터졌을 때 그곳에 계시진 않았겠지요.
ABB3021.SBE	8	끔찍한 일이었어요. 정말 처참했지요.
ABB3021.SBE	9	시신 조각이 여기저기 흩어져 있고 말입니다.
ABB3021.SBE	10	오데사까지 가신다고 하셨지요?
ABB3021.SBE	11	여쭤보는 건, 저희가 마침
ABB3021.SBE	12	그 지역을 맡을 대리인을 찾고 있어서입니다.
ABB3021.SBE	13	되도록이면 당신처럼 영어와 러시아어가 유창한, 총명한 젊은이라면 좋겠고요.
ABB3021.SBE	14	물론 그런 집안 배경을 가지셨으니,
ABB3021.SBE	15	사업 쪽 진로는 생각해 보신 적 없을 겁니다.
ABB3021.SBE	16	물론 돈 때문에 하실 일도 아니고요.
ABB3021.SBE	17	그래도 결국 당신은 새 세대의 사람 아닙니까.
ABB3021.SBE	18	시골에 틀어박혀
ABB3021.SBE	19	농사나 이런 일만 붙들고 있기엔 아깝지요.
ABB3021.SBE	20	당신 실력이면 말 그대로 근대 러시아를 세우는 데 힘을 보탤 수 있습니다.
ABB3021.SBE	21	러시아가 번영하고 발전하려면 현대 유럽과 손을 잡아야 한다는 데
ABB3021.SBE	22	동의하시겠지요.
ABB3023.SBE	0	실례합니다.
ABB3023.SBE	1	아, 벌써 가셔야 합니까?
ABB3023.SBE	2	아무튼 꼭 생각해 보십시오.
ABB3030.SBE	0	잠깐 다리 좀 풀고 오겠습니다. 실례하지요.
ABB3031.SBE	0	아무래도 제 프랑스어가 예전 같지 않군요.
ABB3031.SBE	1	사실 예전에도 잘하진 못했지요. 흡연칸까지 좀 걸어갔다 와야겠습니다.
ABB3035.SBE	0	실례합니다만, 문득 궁금해서요.
ABB3035.SBE	1	방금 바이올린 켜던 분이 미스 안나 볼프 맞습니까?
ABB3035.SBE	2	네, 무슈. 미스 볼프께서 동행해 주셔서 저희로선 영광입니다.
ABB3035.SBE	3	참 반갑군요. 그럼 뒤쪽 전용 객차는 설마...
ABB3035.SBE	4	크로노스 전하의 객차라는 말이겠지요?
ABB3035.SBE	5	네, 무슈.
ABB3035.SBE	6	흥미롭군요. 그분은 요즘 유럽에 거의 오시지 않는다고 들었는데요.
ABB3035.SBE	7	세상일 알 수 없군요. 오볼렌스키 백작께서 밤사이 꽤 편찮으셨다던데요.
ABB3035.SBE	8	오늘은 훨씬 나으셨습니다, 무슈. 다행히 열차 안에 의사가 있었습니다.
ABB3035.SBE	9	의사라... 러시아 의사는 아니고요?
ABB3035.SBE	10	아닙니다, 선생님. 미국인입니다. 무슈 휘트니요.
ABB3035.SBE	11	흥미롭군요. 그럼 그분이 실제로 백작님을 진료하고 있습니까?
ABB3035.SBE	12	진정제를 처방해 드렸습니다, 무슈.
ABB3035.SBE	13	진정제요?
ABB3035.SBE	14	일종의... 약초차인 듯합니다.
ABB3035.SBE	15	뭐, 본인이 뭘 하는지는 알겠지요. 그래도 어딘가 정식 진료 같진 않군요.
ABB3035.SBE	16	물론 차 한 잔 자체를 문제 삼는 건 아닙니다만,
ABB3035.SBE	17	속이 불편할 때는 꽤 효과가 있지요.
ABB3035.SBE	18	그래도 보통은 이런저런 의료 장비가 있어야
ABB3035.SBE	19	의사 가방이라도 보여야 믿음이 가지 않겠습니까.
ABB3035.SBE	20	환자 신분이 신분이니 말이지요.
ABB3035.SBE	21	휘트니 씨도 짐이 꽤 많겠군요.
ABB3035.SBE	22	무슈?
ABB3035.SBE	23	아, 아시잖습니까. 미국인들은 대개 짐이 많지요.
ABB3035.SBE	24	저로선 말씀드리기 어렵습니다, 무슈.
ABB3035.SBE	25	방금 흡연칸에서 마주친 사람이 그 양반이었나 보군요.
ABB3035.SBE	26	의사치고는 꽤 젊지 않습니까?
ABB3035.SBE	27	네, 젊은 편이십니다.
ABB3035.SBE	28	말씀드리자면, 이 열차에서 흔히 보는 미국인과는 전혀 달라 보이더군요.
ABB3035.SBE	29	돈자랑을 요란하게 하는 그런 부류 말입니다.
ABB3035.SBE	30	오히려 정반대였어요.
ABB3035.SBE	31	그런 젊은 분이 이인실 객실을 잡은 건 꽤 이례적이군요.
ABB3035.SBE	32	요금도 만만치 않은데 말입니다. 안 그렇습니까?
ABB3035.SBE	33	저는 잘 모르겠습니다, 무슈.
ABB3035.SBE	34	뭐, 사생활을 지키고 싶었겠지요. 나쁠 건 없겠습니다.
ABB3035.SBE	35	무슈, 저는 이제 정말 돌아가봐야겠습니다.
ABB3035.SBE	36	아, 물론이지요. 붙잡지는 않겠습니다.
ABB3035.SBE	37	감사합니다, 무슈. 오 르부아르.
ABB3035A.SBE	0	어젯밤 경찰이 열차에 올라탔다던데, 그게 무슨 일입니까?
ABB3035A.SBE	1	아주 이례적인 일이었습니다, 무슈. 프랑스 헌병대였습니다.
ABB3035A.SBE	2	파리 인근 선로에서 시신 하나가 발견됐답니다.
ABB3035A.SBE	3	열차에서 던져진 것으로 보고 있습니다.
ABB3035A.SBE	4	물론 오해였습니다. 저희와는 아무 관련이 없습니다.
ABB3035A.SBE	5	아, 물론 아니지요. 오리엔트 특급에서 살인이라니, 우스운 얘기군요.
ABB3035A.SBE	6	혹시 시신 신원은 확인됐는지 말하던가요?
ABB3035A.SBE	7	외국인이라는 말은 들었습니다, 무슈.
ABB3035A.SBE	8	그래요? 외국인이라... 흥미롭군요.
ABB3040.SBE	0	실례합니다만, 혼자 계신 것 같아서요.
ABB3040.SBE	1	합석해도 되겠습니까?
ABB3040.SBE	2	그러세요.
ABB3040.SBE	3	보통은 생면부지에게 제 쪽에서 말을 붙이지 않습니다만...
ABB3040.SBE	4	혼자 여행하는 처지끼리는 묘한 동지의식이 생기지 않겠습니까.
ABB3040.SBE	5	엠파이어 케미컬스의 조지 애벗입니다.
ABB3040.SBE	6	제 이름은 아우구스트 슈미트입니다.
ABB3040.SBE	7	그 아우구스트 슈미트 말입니까?
ABB3040.SBE	8	신진 실업가, A.B. 슈미트 앤드 코...
ABB3040.SBE	9	군수, 수송, 포병 분야의.
ABB3040.SBE	10	신흥 독일 산업의 총아 중 한 분이지요. 만나 뵙게 되어 정말 반갑습니다.
ABB3040.SBE	11	과찬이십니다.
ABB3040.SBE	12	사실 영국과도 거래가 꽤 있습니다.
ABB3040.SBE	13	그렇지요. 얼마 전에도 귀사에서
ABB3040.SBE	14	얼스터로 소총 4만 정과 탄약 백만 발을 보냈던 걸로 아는데요.
ABB3040.SBE	15	아닙니다... 저희가 아닙니다.
ABB3040.SBE	16	아, 그렇군요. 다른 독일 회사를 떠올렸나 봅니다.
ABB3040.SBE	17	아마 경쟁사 가운데 하나겠지요.
ABB3040.SBE	18	어느 회사든 지금쯤 실망이 크겠군요.
ABB3040.SBE	19	결국 내전까지 가진 않을 모양입니다. 적어도 이번 주는요.
ABB3040.SBE	20	아일랜드의 소요 사태는 참 유감스러운 일입니다.
